"sec"    "mA"    "mV"
448.543   -0.450168341398239   -60.1622314453125
448.64   -0.454116195440292   -57.0877494812012
448.738   -0.454116195440292   -55.1516265869141
448.835   -0.450168341398239   -53.2159881591797
448.933   -0.452142268419266   -52.9881210327148
449.03   -0.456090122461319   -50.7488250732422
449.128   -0.446195185184479   -48.4711456298828
449.226   -0.467959016561508   -45.3966674804688
449.323   -0.458064049482346   -44.7893486022949
449.421   -0.462011903524399   -44.6756591796875
449.518   -0.444221258163452   -42.8537101745605
449.616   -0.444221258163452   -40.2723731994629
449.714   -0.465985089540482   -39.2477073669434
449.811   -0.463985830545425   -37.8431053161621
449.909   -0.454116195440292   -35.2243576049805
450.006   -0.450168341398239   -32.9845733642578
450.104   -0.454116195440292   -32.2635688781738
450.202   -0.458064049482346   -29.9479923248291
450.299   -0.448169112205505   -28.9233264923096
450.397   -0.454116195440292   -26.759822845459
450.494   -0.448169112205505   -24.7858009338379
450.592   -0.454116195440292   -23.1538200378418
450.69   -0.440273404121399   -20.6866569519043
450.787   -0.460037976503372   -18.5989456176758
450.885   -0.446195185184479   -16.3596496582031
450.983   -0.450168341398239   -13.2846841812134
451.08   -0.448169112205505   -11.4248380661011
451.178   -0.454116195440292   -10.0965156555176
451.275   -0.444221258163452   -7.66724920272827
451.373   -0.450168341398239   -8.00880432128906
451.471   -0.446195185184479   -4.25121545791626
451.568   -0.434351623058319   -1.17625057697296
451.666   -0.444221258163452   0.417833745479584
451.766   -0.452142268419266   1.86033189296722
451.866   -0.454116195440292   2.61923456192017
451.966   -0.454116195440292   4.55487394332886
452.067   -0.456090122461319   5.61792039871216
452.167   -0.454116195440292   7.28779792785645
452.267   -0.450168341398239   9.90703296661377
452.367   -0.442247331142426   11.3495311737061
452.467   -0.454116195440292   11.8426713943481
452.567   -0.454116195440292   14.1582479476929
452.668   -0.444221258163452   16.2838554382324
452.768   -0.458064049482346   17.1569347381592
452.868   -0.444221258163452   20.1177234649658
452.968   -0.434351623058319   22.6606788635254
453.068   -0.450168341398239   22.5848865509033
453.169   -0.454116195440292   23.8374156951904
453.269   -0.440273404121399   26.000919342041
453.369   -0.444221258163452   27.7849731445313
453.469   -0.450168341398239   28.5822582244873
453.569   -0.454116195440292   30.2142391204834
453.67   -0.434351623058319   32.8713684082031
453.77   -0.440273404121399   34.3517646789551
453.87   -0.440273404121399   37.7299003601074
453.97   -0.42840451002121   39.5139541625977
454.07   -0.454116195440292   39.9692001342773
454.171   -0.426430583000183   42.1327056884766
454.271   -0.432352364063263   44.372486114502
454.371   -0.434351623058319   46.5738868713379
454.471   -0.440273404121399   47.5227584838867
454.571   -0.446195185184479   49.5725746154785
454.671   -0.444221258163452   51.660285949707
454.772   -0.438299477100372   53.1022987365723
454.872   -0.456090122461319   53.861686706543
454.972   -0.444221258163452   55.3420791625977
455.072   -0.448169112205505   56.936164855957
455.172   -0.446195185184479   59.4791221618652
455.273   -0.452142268419266   60.5800628662109
455.373   -0.436325550079346   63.1992988586426
455.473   -0.436325550079346   64.8312759399414
455.573   -0.438299477100372   66.3874664306641
455.673   -0.432352364063263   68.5509719848633
455.774   -0.446195185184479   69.6140213012695
455.874   -0.438299477100372   72.6127014160156
455.974   -0.432352364063263   74.5483474731445
456.074   -0.430378437042236   76.7118453979492
456.174   -0.430378437042236   78.1922454833984
456.275   -0.440273404121399   80.2799530029297
456.375   -0.416535645723343   82.1776962280273
456.475   -0.444221258163452   83.9996490478516
456.575   -0.434351623058319   85.0247955322266
456.675   -0.426430583000183   86.5809860229492
456.775   -0.444221258163452   87.6814422607422
456.876   -0.432352364063263   90.034912109375
456.976   -0.434351623058319   91.8947601318359
457.076   -0.432352364063263   93.2993621826172
457.176   -0.40666601061821   96.5638122558594
457.276   -0.434351623058319   97.4747848510742
457.377   -0.426430583000183   100.511367797852
457.477   -0.430378437042236   101.573928833008
457.577   -0.434351623058319   103.737434387207
457.677   -0.432352364063263   105.711456298828
457.777   -0.424456655979156   106.926086425781
457.878   -0.410613864660263   110.152153015137
457.978   -0.418534874916077   111.443061828613
458.078   -0.446195185184479   111.556755065918
458.178   -0.42840451002121   113.720260620117
458.278   -0.424456655979156   116.566871643066
458.378   -0.434351623058319   117.857780456543
458.479   -0.418534874916077   119.413970947266
458.579   -0.424456655979156   120.742294311523
458.679   -0.430378437042236   122.48844909668
458.779   -0.430378437042236   122.867904663086
458.879   -0.432352364063263   124.91771697998
458.98   -0.448169112205505   126.283935546875
459.08   -0.424456655979156   128.903167724609
459.18   -0.42248272895813   131.104568481445
459.28   -0.418534874916077   132.812835693359
459.38   -0.432352364063263   133.989562988281
459.481   -0.42248272895813   135.697341918945
459.581   -0.414561718702316   137.519287109375
459.681   -0.410613864660263   139.910659790039
459.781   -0.42248272895813   140.821640014648
459.881   -0.414561718702316   143.554565429688
459.981   -0.40666601061821   145.452789306641
460.082   -0.418534874916077   146.743209838867
460.182   -0.410613864660263   148.603057861328
460.282   -0.418534874916077   149.931381225586
460.382   -0.410613864660263   152.398544311523
460.482   -0.40666601061821   154.220489501953
460.583   -0.414561718702316   156.726043701172
460.683   -0.416535645723343   158.2822265625
460.783   -0.402718156576157   160.066284179688
460.883   -0.416535645723343   162.229782104492
460.983   -0.410613864660263   163.672286987305
461.083   -0.4007188975811   165.645812988281
461.184   -0.418534874916077   166.518890380859
461.284   -0.408639937639236   169.213928222656
461.384   -0.41258779168129   171.415328979492
461.484   -0.40666601061821   173.351455688477
461.584   -0.396771043539047   175.477066040039
461.685   -0.396771043539047   176.88117980957
461.785   -0.404692083597183   178.361572265625
461.885   -0.4007188975811   181.170288085938
461.985   -0.390849262475967   182.119155883789
462.085   -0.394797116518021   184.624710083008
462.185   -0.4007188975811   186.636138916016
462.286   -0.382928252220154   189.406951904297
462.386   -0.382928252220154   191.684631347656
462.486   -0.396771043539047   192.633514404297
462.586   -0.394797116518021   194.911193847656
462.686   -0.367111504077911   196.960510253906
462.787   -0.377006471157074   198.820358276367
462.887   -0.388875335454941   200.111267089844
462.987   -0.378980398178101   202.806304931641
463.087   -0.408639937639236   203.565200805664
463.187   -0.392823189496994   205.577117919922
463.287   -0.394797116518021   207.816421508789
463.388   -0.398744970560074   208.727401733398
463.488   -0.386901408433914   210.890899658203
463.588   -0.363163650035858   213.016510009766
463.688   -0.367111504077911   215.6357421875
463.788   -0.394797116518021   216.812484741211
463.889   -0.369085431098938   219.203842163086
463.989   -0.380954325199127   220.760040283203
464.089   -0.394797116518021   221.860488891602
